id,grade,level,solution_len,topic,task_text
5-D1-2-L6-g5,5,6,136,Текстовые задачи,"Известно, что $\operatorname{НОК}(279,147)=13671$. Найдите $\operatorname{НОД}(279,147)$."
5-D3-27-L6-g,5,6,136,Текстовые задачи,"Известно, что $\operatorname{НОК}(213,106)=22578$. Найдите $\operatorname{НОД}(213,106)$."
5-E1-1-L6-g5,5,6,136,Комбинаторика и логика,"Известно, что $\operatorname{НОК}(247,259)=63973$. Найдите $\operatorname{НОД}(247,259)$."
6-E1-4-L6-g678,6,6,136,"Геометрия, комбинаторика и логика","Известно, что $\operatorname{НОК}(295,221)=65195$. Найдите $\operatorname{НОД}(295,221)$."
7-A1-2-L6-g678,7,6,136,"Выражения, степени, многочлены","Известно, что $\operatorname{НОК}(152,175)=26600$. Найдите $\operatorname{НОД}(152,175)$."
7-C1-3-L6-g678,7,6,136,Функции и графики,"Известно, что $\operatorname{НОК}(295,281)=82895$. Найдите $\operatorname{НОД}(295,281)$."
7-E1-2-L6-g678,7,6,136,Делимость и остатки,"Известно, что $\operatorname{НОК}(149,191)=28459$. Найдите $\operatorname{НОД}(149,191)$."
9-D3-2-L6-g911,9,6,136,Геометрия треугольника и окружности,"Известно, что $\operatorname{НОК}(198,184)=18216$. Найдите $\operatorname{НОД}(198,184)$."
6-E3-1-L6-gh1,6,6,140,"Геометрия, комбинаторика и логика","Имеются $9$ монет, одна фальшивая (легче остальных). За сколько взвешиваний на чашечных весах без гирь можно найти фальшивую?"
11-E1-3-L6-g911,11,6,144,"Стереометрия, координаты и векторы","Даны точки $A(1,2,3)$, $B(4,5,6)$, $C(7,8,9)$. Найдите координаты вектора $\vec{AB}+\vec{BC}$."
6-E2-3-L6-g678,6,6,156,"Геометрия, комбинаторика и логика",А сказал: «Б — рыцарь». Б сказал: «А и я разных типов». Кто они?
6-A1-1-L6-g678,6,6,157,"Числа, делимость, НОД/НОК",Найдите наибольший общий делитель чисел $36$ и $48$.
6-C1-5-L6-g678,6,6,165,Целые числа и координаты,Вычислите: $|-15| + |-7| - |8|$.
11-E1-1-L6-g911,11,6,167,"Стереометрия, координаты и векторы",Найдите остаток от деления $9^{467}$ на $11$.
8-A2-4-L6-g678,8,6,167,Квадратные уравнения и теорема Виета,Найдите остаток от деления $5^{384}$ на $19$.
7-C1-5-L6-g678,7,6,169,Функции и графики,Найдите остаток от деления $7^{237}$ на $17$.
7-D1-3-L6-g678,7,6,169,Геометрия треугольников и углов,Найдите остаток от деления $2^{474}$ на $17$.
10-E2-2-L6-g911,10,6,170,Теория чисел старшего уровня,"На острове $6$ жителей, каждый сказал: «Следующий за мной по кругу — рыцарь». Сколько рыцарей?"
6-E2-5-L6-g678,6,6,170,"Геометрия, комбинаторика и логика","На острове $10$ жителей, каждый сказал: «Следующий за мной по кругу — рыцарь». Сколько рыцарей?"
