id,grade,level,families,solution_len,answer,task_text
8-D1-L5-fill-0119,8,5,quadratic_basic,234,2\sqrt{3},Найдите наименьшее значение выражения $\frac{x^2+3}{x}$ при $x>0$.
9-B1-L7-fill-0226,9,7,quadratic_basic,671,"$(3;4)$, $(-3;-4)$, $(4;3)$, $(-4;-3)$",Решите систему уравнений: $\begin{cases} x^2 + y^2 = 25 \\ |x-y| = 1 \end{cases}$.
11-D3-L5-fill-0368,11,5,quadratic_basic,623,"$a \in (2\sqrt{2}, +\infty)$","Найдите все значения параметра $a$, при которых уравнение $\sqrt{x^2 + 2x + 2} + \sqrt{x^2 - 2x + 2} = a$ имеет ровно два различных решения."
10-C2-L7-fill-0291,10,7,quadratic_basic,1429,"$x \in [-2, -1) \cup (-1, 0]$",Решите неравенство: $\frac{x^2+2x+2}{x+1} + \frac{x^2+3x+3}{x+2} \leq \frac{2x^2+5x+5}{x+3}$.
9-A3-L1-fill-0171,9,1,quadratic_basic,192,"$x = \pm 1, \pm 2$",Решите уравнение: $x^4 - 5x^2 + 4 = 0$.
11-C2-L2-fill-0335,11,2,quadratic_basic,533,1,"Найдите наибольшее значение выражения $\frac{x^2 + y^2}{x + y + 1}$ при условии $x \geq 0$, $y \geq 0$, $x + y \leq 1$."
11-D2-L2-fill-0336,11,2,quadratic_basic,476,$a \neq 2$,При каких значениях параметра $a$ уравнение $\frac{x^2 - 4x + 3}{x - 1} = a$ имеет ровно один корень?
8-B3-L8-fill-0146,8,8,quadratic_basic,827,4,Найдите наименьшее значение выражения $\frac{x^2+4}{x-1}$ для $x>1$.
8-F1-L4-fill-0114,8,4,crt_basic,954,368,"Найдите наименьшее натуральное число, которое при делении на 5 даёт остаток 3, при делении на 7 даёт остаток 4, а при делении на 11 даёт остаток 6."
9-B1-L8-fill-0243,9,8,quadratic_basic,1069,"$(\pm 1, 0), (0, \pm 1)$","Решите систему уравнений: $\begin{cases} x^2 + y^2 = 2, \\ |x| + |y| = \sqrt{2} \end{cases}$"
9-B1-L5-fill-0211,9,5,quadratic_basic,404,"$(3,4)$, $(-3,-4)$, $(4,3)$, $(-4,-3)$",Решите систему уравнений: $\begin{cases} x^2 + y^2 = 25 \\ xy = 12 \end{cases}$.
11-A1-L6-fill-0374,11,6,quadratic_basic,565,$a<1$,"Найдите все действительные числа $a$, при которых многочлен $x^4 - 4x^3 + 6x^2 - 4x + a$ имеет ровно два различных действительных корня."
8-D1-L8-fill-0161,8,8,quadratic_basic,413,"$(a,b)=(-4040, 2019\cdot 2021)$","Найдите все такие пары целых чисел $(a,b)$, что квадратичная функция $f(x)=x^2+ax+b$ принимает целые значения при всех целых $x$, а $f(2019)=f(2021)=0$."
10-C1-L6-fill-0276,10,6,quadratic_basic,579,$a = 1$,"При каких значениях параметра $a$ система уравнений $\begin{cases} x^2 + y^2 = a, \\ |x| + |y| = 1 \end{cases}$ имеет ровно два решения?"
9-A3-L1-fill-0171,9,1,quadratic_basic,241,"$x_1 = -2, x_2 = -1, x_3 = 1, x_4 = 2$",Решите уравнение: $x^4 - 5x^2 + 4 = 0$.
8-B3-L3-fill-0104,8,3,quadratic_basic,230,18,"Найдите наименьшее значение выражения $x^2 + y^2$, если $x + y = 6$."
8-F1-L5-fill-0120,8,5,quadratic_basic,222,2,Решите уравнение $x^2-6x+8=0$. В ответ запишите меньший корень.
7-A3-L3-fill-0085,7,3,quadratic_basic,133,$(x-2)(x-3)$,Разложите на множители: $x^2 - 5x + 6$.
5-D3-L2-fill-0016,5,2,crt_basic,335,29,"Найдите наименьшее натуральное число, которое при делении на 8 даёт остаток 5, а при делении на 9 даёт остаток 2."
8-A1-L4-fill-0112,8,4,quadratic_basic,135,2; 3,Решите уравнение: $x^2 - 5x + 6 = 0$.
8-A1-L3-fill-0099,8,3,quadratic_basic,221,2,Решите уравнение $x^2 - 5x + 6 = 0$. В ответ запишите меньший из корней.
11-F1-L3-fill-0340,11,3,quadratic_basic,2254,"a = -3, a = 3","Найдите все значения $a$, при которых многочлен $P(x)=x^3+ax^2+3x+1$ имеет кратный корень."
11-D2-L3-fill-0350,11,3,quadratic_basic,542,$0 < a < 1$,"Найдите все значения параметра $a$, при которых уравнение $\frac{1}{x^2+2x+2} = a$ имеет ровно два различных корня."
10-C2-L7-fill-0291,10,7,quadratic_basic,734,"$x \in [-2, -1) \cup (-1, 0]$",Решите неравенство: $\frac{x^2+2x+2}{x^2+2x+1} + \frac{x^2+2x+1}{x^2+2x+2} \leq \frac{5}{2}$.
8-A2-L8-fill-0160,8,8,quadratic_basic,1042,"$(0,0,0)$, $(1,-1,0)$, $(2,-2,0)$, $(-2,0,2)$, $(1,1,-2)$ и перестановки","Найдите все тройки целых чисел $(a,b,c)$ такие, что числа $a$, $b$, $c$ являются корнями многочлена $x^3+px^2+qx+r$ с целыми коэффициентами, причём $p$, $q$, $r$ также являются корнями этого многочлена (возможно, в другом порядке)."
8-B2-L3-fill-0103,8,3,quadratic_basic,241,$1$,Упростите выражение: $\frac{x^2-1}{x^2+2x+1} \cdot \frac{x+1}{x-1}$.
11-D2-L5-fill-0367,11,5,quadratic_basic,762,"$a \in (4, +\infty)$","Найдите все значения параметра $a$, при каждом из которых уравнение $\sqrt{x^2 - 6x + 9} + \sqrt{x^2 + 2x + 1} = a$ имеет ровно два различных решения."
11-D3-L5-fill-0368,11,5,quadratic_basic,906,$a=5$,"Найдите все значения параметра $a$, при которых уравнение $\sqrt{x^2-6x+9}+\sqrt{x^2+4x+4}=a$ имеет ровно два различных решения."
9-B1-L5-fill-0211,9,5,quadratic_basic,347,"$(3;4), (4;3), (-3;-4), (-4;-3)$",Решите систему уравнений: $\begin{cases} x^2 + y^2 = 25 \\ xy = 12 \end{cases}$.
11-C2-L5-fill-0364,11,5,quadratic_basic,517,0.5,Найдите наибольшее значение выражения $\frac{x+1}{x^2+2x+2}$ при $x \in \mathbb{R}$.
9-A3-L2-fill-0183,9,2,quadratic_basic,235,"x = ±1, ±2",Решите уравнение: $x^4 - 5x^2 + 4 = 0$.
5-D3-L1-fill-0004,5,1,crt_basic,388,18,"Найдите наименьшее натуральное число, которое при делении на 5 даёт остаток 3, а при делении на 7 даёт остаток 4."
8-B2-L4-fill-0118,8,4,quadratic_basic,1365,0,Упростите выражение: $\frac{x^2 - y^2}{x^2 + 2xy + y^2} \cdot \frac{x + y}{x - y} - \frac{x}{x + y}$.
6-D1-L1-fill-0044,6,1,gcd_lcm_basic,176,12,Найдите наибольший общий делитель чисел 36 и 48.
9-A1-L8-fill-0235,9,8,quadratic_basic,2969,$a = -3$,"Найдите все значения параметра $a$, при которых уравнение $x^2 + (a-2)x + a = 0$ имеет два различных целых корня."
11-D2-L5-fill-0367,11,5,quadratic_basic,1558,"$a\in(-\infty,-\frac{1}{\sqrt{2}})\cup(\frac{1}{\sqrt{2}},\infty)$","Найдите все значения параметра $a$, при которых уравнение $\log_2(x^2+2ax+2a^2+1)=1+\log_2(x^2+2ax+1)$ имеет ровно два различных корня."
